02	05	07	32	22	17.450000
02	08	10	32	09	29.720000
02	08	12	16	20	8.800000
02	11	05	08	19	4.350000
02	15	29	24	36	22.300000
02	18	24	08	27	9.280000
02	19	05	24	08	5.440000
02	20	23	28	38	31.200000
02	21	06	32	14	6.760000
02	23	12	20	31	8.870000
02	26	35	04	10	6.590000
02	26	35	32	40	29.310000
02	27	30	32	35	32.980000
02	28	17	12	18	5.910000
02	28	22	16	11	8.150000
02	28	31	16	03	22.090000
02	30	04	32	08	7.800000
02	30	08	20	24	4.430000
03	04	04	32	38	24.300000
03	11	07	08	39	8.470000
03	14	31	28	13	28.820000
03	14	34	32	21	35.100000
03	15	04	20	37	5.180000
03	21	23	24	27	13.040000
03	22	04	24	01	6.470000
03	22	06	28	39	5.570000
03	23	35	12	26	6.070000
03	26	13	24	08	4.930000
03	28	30	28	03	11.920000
03	29	04	04	13	2.380000
03	30	06	12	07	3.820000
03	30	09	12	25	4.100000
03	30	21	20	34	11.800000
03	31	15	08	01	2.650000
04	04	07	24	19	27.650000
04	04	09	16	14	8.010000
04	06	18	08	19	13.520000
04	07	05	16	20	4.840000
04	09	22	20	39	25.230000
04	12	12	12	30	9.330000
04	12	24	32	40	39.010000
04	13	06	20	21	4.430000
04	15	03	32	10	8.990000
04	15	26	08	37	17.610000
04	18	14	20	17	7.150000
04	20	33	24	13	24.590000
04	21	09	04	12	2.020000
04	22	31	20	19	21.440000
04	24	07	08	16	2.660000
04	24	18	24	04	9.010000
04	29	12	12	01	2.800000
04	30	28	08	28	4.250000
04	32	24	04	25	3.170000
05	10	15	24	37	11.280000
05	10	29	04	21	6.670000
05	11	14	28	02	7.640000
05	13	18	32	30	13.840000
05	13	29	20	27	19.970000
05	14	31	20	28	8.740000
05	15	26	24	32	9.260000
05	16	16	12	20	8.190000
05	19	34	08	15	6.870000
05	22	21	12	28	3.450000
05	22	25	28	25	8.920000
05	22	32	24	36	8.710000
05	28	22	24	19	9.240000
05	30	15	20	21	5.620000
05	30	33	04	35	3.930000
05	31	28	20	33	7.290000
06	04	06	28	35	15.990000
06	07	33	04	29	6.580000
06	07	34	08	08	9.730000
06	12	32	04	03	4.470000
06	14	14	32	31	10.740000
06	14	28	28	38	33.200000
06	15	11	12	40	3.130000
06	16	17	28	34	11.610000
06	16	23	04	33	1.910000
06	16	25	20	10	7.930000
06	18	23	04	15	3.050000
06	19	14	08	30	2.750000
06	22	32	16	24	10.330000
06	23	23	08	12	2.700000
06	24	26	16	39	5.850000
06	25	23	12	15	3.500000
06	25	32	24	13	8.050000
06	27	23	28	27	4.950000
06	28	08	12	25	3.950000
06	28	11	16	05	4.020000
06	32	23	16	08	3.830000
07	05	04	32	24	7.410000
07	08	17	08	29	5.850000
07	10	16	32	14	6.590000
07	11	24	28	37	12.900000
07	12	08	08	33	2.610000
07	15	24	08	35	2.880000
07	15	34	12	21	7.490000
07	17	35	28	39	18.410000
07	18	28	32	11	12.940000
07	18	33	24	31	10.580000
07	19	11	32	31	6.310000
07	19	25	04	34	3.240000
07	20	31	32	36	16.260000
07	20	32	16	32	5.720000
07	21	10	12	34	3.230000
07	22	05	16	09	6.770000
07	24	23	28	38	7.440000
07	26	07	12	26	4.530000
07	26	20	04	27	2.360000
07	26	35	32	12	11.350000
07	31	34	16	06	5.640000
08	06	12	04	14	7.750000
08	06	34	32	30	29.310000
08	08	10	04	19	1.940000
08	10	12	20	28	5.240000
08	10	24	12	03	6.830000
08	10	29	32	15	21.490000
08	12	15	20	16	3.660000
08	13	14	28	06	5.900000
08	15	16	12	21	3.060000
08	15	23	32	40	10.540000
08	16	14	08	01	2.640000
08	16	34	24	40	14.070000
08	17	32	08	08	5.590000
08	19	28	28	39	11.720000
08	23	34	08	23	2.710000
08	24	09	12	34	3.780000
08	25	20	24	28	5.050000
08	26	31	28	04	7.270000
09	02	01	12	04	4.530000
09	03	06	08	15	5.750000
09	06	24	16	15	7.470000
09	07	28	16	14	8.690000
09	09	18	28	34	9.330000
09	17	24	20	27	5.910000
09	19	24	12	35	2.930000
09	19	33	04	28	2.690000
09	20	10	20	27	5.250000
09	27	13	04	40	1.930000
09	27	26	20	08	6.210000
09	29	13	04	29	2.260000
09	29	22	32	33	7.880000
09	31	30	04	30	2.690000
10	06	15	32	10	10.310000
10	07	25	16	34	12.620000
10	07	26	20	16	9.630000
10	09	33	24	07	12.810000
10	11	24	28	03	7.210000
10	14	11	12	34	2.970000
10	14	20	20	15	4.030000
10	15	32	04	19	2.690000
10	16	13	32	22	6.820000
10	16	17	04	40	1.800000
10	16	35	28	09	7.660000
10	17	08	04	23	2.430000
10	21	21	28	30	6.170000
10	22	32	12	34	4.590000
10	23	14	16	39	4.420000
10	25	29	24	24	6.410000
10	26	26	04	02	2.430000
10	29	16	08	11	3.250000
10	29	29	24	19	7.810000
10	31	28	24	14	7.270000
11	05	04	12	28	3.360000
11	11	21	24	33	7.040000
11	11	35	16	19	13.030000
11	12	16	16	06	5.300000
11	14	12	08	19	2.410000
11	15	12	28	34	5.740000
11	16	34	08	08	3.980000
11	17	11	20	34	5.000000
11	17	14	20	35	4.840000
11	17	15	08	08	2.500000
11	17	28	12	30	4.640000
11	18	11	24	22	5.580000
11	18	26	20	36	7.180000
11	19	15	32	12	7.640000
11	22	08	04	08	2.750000
11	23	16	12	28	3.680000
11	24	20	32	05	7.510000
11	25	30	32	06	7.790000
11	26	28	20	05	5.640000
11	28	23	24	20	6.520000
11	30	25	24	01	7.170000
11	32	28	20	39	6.300000
12	03	11	12	29	6.250000
12	03	24	16	16	13.470000
12	06	20	20	18	9.560000
12	09	32	28	27	10.680000
12	09	33	12	19	12.020000
12	10	35	08	06	6.120000
12	15	25	28	31	6.010000
12	17	21	28	16	5.640000
12	17	30	08	27	3.640000
12	18	27	28	26	7.720000
12	19	11	12	21	3.780000
12	19	31	12	39	5.570000
12	23	34	32	34	7.250000
12	24	33	16	05	4.920000
12	28	18	16	21	5.670000
12	30	20	12	35	4.380000
12	31	13	12	25	5.700000
13	02	14	32	35	23.390000
13	03	22	16	14	16.540000
13	04	12	12	32	3.750000
13	04	20	08	11	16.630000
13	04	28	32	28	23.320000
13	04	33	04	36	5.000000
13	06	13	16	17	6.950000
13	06	13	32	15	8.390000
13	10	16	20	37	3.970000
13	12	28	08	31	3.070000
13	16	10	20	02	5.490000
13	16	21	24	35	5.340000
13	16	24	08	11	2.770000
13	20	09	28	33	10.110000
13	21	13	32	07	8.870000
13	22	22	32	27	8.110000
13	24	11	12	14	4.960000
13	24	19	32	38	8.880000
13	28	25	20	35	6.760000
13	29	19	32	24	10.200000
13	29	21	28	29	9.200000
13	29	25	28	07	9.190000
13	31	22	24	32	8.670000
13	32	25	28	40	9.990000
13	32	30	16	39	6.130000
13	32	33	28	38	9.770000
13	32	34	28	24	9.240000
14	09	12	04	22	1.860000
14	13	19	08	27	2.480000
14	16	13	08	16	2.730000
14	17	27	08	04	3.190000
14	17	28	20	15	5.780000
14	19	11	32	27	10.450000
14	24	24	12	16	4.340000
14	29	15	04	35	2.690000
14	29	29	28	08	9.230000
14	30	28	32	19	11.180000
14	30	30	20	35	7.540000
14	31	35	04	19	2.950000
15	02	07	20	23	7.350000
15	03	16	32	14	12.180000
15	06	17	16	02	6.580000
15	07	08	16	25	3.910000
15	07	19	16	02	5.210000
15	09	12	32	11	5.910000
15	10	29	24	36	9.220000
15	13	18	04	01	1.790000
15	13	22	04	23	1.760000
15	13	34	32	27	8.570000
15	15	20	28	40	6.940000
15	15	35	08	09	3.970000
15	20	14	28	37	8.490000
15	20	31	16	19	5.810000
15	21	29	20	22	5.730000
15	24	21	08	27	3.420000
15	25	34	16	04	5.870000
15	26	27	08	02	3.630000
15	27	31	12	09	4.940000
15	28	20	12	34	5.670000
15	30	28	20	29	8.780000
15	31	32	12	25	5.150000
16	03	06	28	23	9.700000
16	05	05	04	35	2.010000
16	08	35	28	01	11.900000
16	10	11	04	33	1.960000
16	10	15	12	08	2.870000
16	10	20	32	33	9.750000
16	11	08	20	07	5.960000
16	11	10	20	24	5.080000
16	13	27	24	32	8.170000
16	13	33	04	16	2.620000
16	14	29	08	33	2.610000
16	23	15	20	37	7.500000
16	23	26	28	10	8.990000
16	25	14	28	02	11.050000
16	26	27	32	01	11.090000
16	30	30	16	19	6.880000
16	32	29	24	33	10.140000
17	02	32	28	23	17.280000
17	04	06	12	37	4.020000
17	04	26	08	24	5.980000
17	06	18	08	20	2.790000
17	06	30	08	16	7.900000
17	06	32	20	26	9.980000
17	08	07	08	04	2.880000
17	10	18	08	30	3.600000
17	10	31	28	04	10.230000
17	12	10	04	16	2.140000
17	12	17	08	13	2.620000
17	12	29	08	31	3.910000
17	13	23	24	34	6.900000
17	16	22	24	14	5.860000
17	17	35	08	30	3.300000
17	19	28	04	35	2.980000
17	20	14	28	25	9.730000
17	20	17	16	30	5.650000
17	24	19	16	28	6.340000
17	25	25	16	16	6.150000
17	28	31	20	28	8.240000
17	28	32	24	32	8.930000
17	29	18	04	04	3.010000
18	03	11	12	01	4.880000
18	06	12	20	11	6.330000
18	08	27	16	39	4.470000
18	09	24	32	22	7.110000
18	09	27	28	12	6.290000
18	11	07	16	16	6.820000
18	14	11	24	25	7.350000
18	16	34	16	38	4.700000
18	18	26	08	32	3.280000
18	20	32	32	17	10.790000
18	21	22	28	22	8.940000
18	21	34	08	34	3.780000
18	26	21	28	32	11.660000
18	27	20	12	38	11.560000
18	29	19	12	12	6.220000
18	29	21	28	38	12.530000
18	29	26	24	07	11.060000
18	30	21	32	40	14.890000
18	32	29	20	12	9.950000
19	06	17	20	09	4.950000
19	07	21	12	14	3.920000
19	12	10	08	01	3.090000
19	15	15	08	38	2.990000
19	16	21	16	08	5.190000
19	16	24	12	33	3.770000
19	20	34	32	39	11.030000
19	22	34	24	11	8.830000
19	23	21	32	29	12.090000
19	28	32	32	32	12.910000
19	29	22	04	05	3.200000
19	31	23	20	04	10.170000
19	32	28	12	12	6.950000
20	04	27	24	37	13.390000
20	14	11	20	39	6.710000
20	14	35	08	26	2.880000
20	15	11	04	37	2.440000
20	15	30	04	37	2.330000
20	21	30	08	31	3.890000
20	24	22	28	36	11.730000
20	26	24	24	39	12.350000
20	28	20	28	05	13.550000
21	02	14	12	28	9.360000
21	03	31	04	30	5.120000
21	05	22	16	36	7.010000
21	06	26	04	28	4.250000
21	07	05	28	20	10.580000
21	08	32	12	40	5.950000
21	11	35	08	25	3.120000
21	14	13	04	23	2.320000
21	16	33	24	16	6.480000
21	21	23	20	30	7.650000
21	22	23	28	07	10.880000
21	22	35	08	11	4.200000
21	23	23	12	21	5.730000
21	25	25	12	34	6.140000
21	30	22	24	31	13.230000
21	30	32	24	12	12.060000
21	32	35	28	31	14.430000
22	02	04	24	39	5.230000
22	06	23	32	39	7.380000
22	08	26	08	23	4.150000
22	09	17	04	24	2.060000
22	12	30	32	26	10.200000
22	15	20	20	12	6.080000
22	19	18	24	07	9.320000
22	20	31	16	15	6.420000
22	23	27	20	02	8.930000
22	31	28	04	38	4.030000
23	07	22	20	14	4.320000
23	08	27	16	10	6.500000
23	08	30	12	18	3.740000
23	10	12	16	30	4.960000
23	11	23	04	21	2.100000
23	13	14	28	14	8.950000
23	16	32	20	26	7.080000
23	23	21	32	19	15.760000
23	23	27	08	23	4.590000
24	02	22	12	13	7.910000
24	03	05	24	03	6.570000
24	04	33	08	16	15.620000
24	05	30	08	27	9.130000
24	07	31	08	08	3.740000
24	10	25	12	32	3.340000
24	16	31	08	28	3.490000
24	17	31	16	04	5.670000
24	19	35	12	14	5.350000
24	20	27	08	12	4.340000
24	21	31	20	01	9.410000
24	21	35	12	17	5.840000
24	26	26	04	08	3.550000
24	27	26	16	06	9.070000
24	27	28	12	24	7.440000
25	02	14	32	35	15.680000
25	03	13	12	31	4.990000
25	07	09	20	17	5.610000
25	07	31	04	36	4.110000
25	08	20	08	16	2.360000
25	08	21	20	29	4.420000
25	09	32	24	32	6.260000
25	10	33	08	04	3.130000
25	16	28	20	14	7.230000
25	17	17	08	28	4.350000
25	20	24	24	29	10.410000
25	22	28	24	28	10.840000
25	26	26	16	12	9.400000
25	27	35	20	11	10.750000
25	29	31	08	03	6.000000
25	31	29	16	35	10.920000
26	02	18	12	19	5.720000
26	02	33	32	37	19.980000
26	04	24	28	18	11.700000
26	07	12	16	11	3.950000
26	08	15	28	34	6.590000
26	12	22	32	23	9.000000
26	14	27	12	31	4.500000
26	16	29	08	27	27.190000
26	17	20	08	23	4.130000
26	19	32	04	27	3.040000
26	22	22	32	07	15.420000
26	22	34	28	16	11.580000
26	28	34	20	32	12.750000
26	32	32	20	24	14.440000
27	03	07	16	12	5.160000
27	04	35	04	19	4.050000
27	09	22	04	15	2.090000
27	10	31	08	06	3.160000
27	10	31	16	38	4.410000
27	11	11	04	04	2.410000
27	12	24	32	15	9.580000
27	14	22	28	12	9.130000
27	15	17	28	05	10.610000
27	17	24	20	09	8.030000
27	21	34	12	04	5.800000
27	24	23	24	13	13.310000
27	24	26	12	14	7.940000
27	27	34	20	32	11.060000
27	29	32	04	14	4.210000
27	32	31	16	16	11.860000
28	02	23	16	04	12.460000
28	02	34	16	22	18.730000
28	03	19	12	17	4.170000
28	04	07	12	14	3.530000
28	05	24	28	15	6.820000
28	06	32	16	21	4.040000
28	10	18	24	40	6.550000
28	14	29	20	19	7.060000
28	14	32	24	36	7.740000
28	16	16	16	29	7.110000
28	16	20	28	16	11.050000
28	18	17	12	21	6.430000
28	19	29	16	34	7.730000
28	21	21	32	07	17.420000
28	22	24	08	09	5.330000
29	02	03	04	08	2.470000
29	04	35	28	19	20.770000
29	05	17	08	29	2.300000
29	06	26	28	04	6.680000
29	07	22	12	16	4.270000
29	12	32	24	03	6.980000
29	13	16	04	02	2.600000
29	14	29	16	16	5.900000
29	21	31	04	32	3.480000
29	32	34	08	39	6.570000
30	02	30	32	38	27.050000
30	09	09	16	18	6.470000
30	10	18	16	33	4.970000
30	13	20	24	40	8.510000
30	17	34	12	25	5.490000
30	18	20	24	16	11.370000
30	20	35	32	11	16.110000
30	22	30	32	15	16.620000
30	24	29	12	05	9.820000
30	27	35	12	27	8.520000
30	32	34	28	09	19.520000
31	08	35	32	32	8.130000
31	09	14	20	02	5.920000
31	10	34	28	34	8.240000
31	11	34	08	21	3.620000
31	12	35	32	18	10.550000
31	13	13	32	04	13.210000
31	16	26	12	17	5.800000
31	21	21	04	10	3.700000
31	23	27	12	38	8.030000
31	24	31	32	30	18.720000
31	24	32	32	35	18.290000
31	29	34	04	36	4.780000
32	03	04	04	11	2.340000
32	03	27	20	40	9.750000
32	03	29	08	32	4.830000
32	06	28	32	23	6.900000
32	09	12	12	31	4.500000
32	09	16	08	37	3.110000
32	10	32	08	23	3.150000
32	12	20	20	14	7.810000
32	18	24	12	38	6.610000
32	19	25	24	11	12.730000
32	28	31	24	30	17.290000
